-87.175554,-47.370336
-79.455928,-3.256195
-16.223107,-23.742198
77.353023,-15.888497
-43.230426,-90.363771
-56.166803,-52.164797
-94.148303,40.462184
-98.472889,22.184136
-18.382093,-50.210665
30.491945,-35.944582
-79.265575,7.112979
-67.025952,76.687740
33.291402,69.548498
52.532213,61.402755
26.590489,42.085462
37.732708,-35.810428
6.329699,74.638792
-89.092065,0.080155
-13.447357,80.856498
26.036670,96.607244
17.040068,68.127304
-6.237244,9.044466
-64.179176,26.892339
92.591755,6.802750
-4.077150,58.733217
-81.457256,76.159909
-99.225293,2.305818
35.692727,13.149529
-4.308271,-35.897431
20.315960,82.630548
36.503563,89.346694
-80.182198,2.205785
-77.974332,9.052375
37.757180,-70.516602
55.512208,-20.189753
79.659990,-38.591225
-87.789771,-56.105771
-83.433413,90.079067
-96.725868,-77.066313
-97.518011,-56.754534
-97.714494,28.489853
3.398188,-50.891571
-61.250532,-81.825884
-26.311667,-98.441418
20.540264,-4.229051
-38.376462,48.888890
67.869856,-47.513616
2.847612,-10.645174
-31.757771,67.828361
96.498500,25.292900
-63.744966,-75.396597
15.993742,-34.292839
-46.362725,10.047821
-63.896621,35.698374
-88.862302,-93.188563
-42.696309,-84.521991
80.114458,69.321189
-20.860305,-66.156947
-13.909537,-16.756373
45.752697,-18.705264
90.361491,82.397004
90.282863,-30.799759
-41.951158,77.340153
-57.993841,-73.824690
4.103177,81.092550
-19.493953,-56.847750
-84.252103,86.611972
20.574312,-24.501565
32.986288,58.438053
-33.301574,38.531773
-59.236865,91.742719
42.366491,-66.618682
-11.444565,26.598714
85.993434,5.866194
25.294885,36.163785
84.639505,-69.433172
-18.855841,-37.504800
38.779792,78.137575
-1.865807,61.164702
-34.712218,9.975829
-22.243133,79.365801
35.224016,65.679390
-77.982230,-44.154533
53.527233,-56.788681
-93.187574,-12.689620
87.372742,-47.582207
13.949100,-28.089391
-94.632274,0.083838
65.402982,-48.203516
-90.822999,-50.705679
32.146429,-34.118062
31.899250,-97.399175
43.613571,-21.776238
-93.298948,-18.796919
43.261527,84.267283
96.803149,96.684175
79.261219,73.140642
60.192194,10.995770
-16.225570,-74.575499
30.924149,72.792982
-45.080313,68.032787
-85.848951,-24.241585
-46.366113,-69.415764
26.199916,-36.725037
91.822371,-0.265202
47.721703,-97.448866
21.070638,15.290264
61.475764,30.993612
75.645679,80.474585
-69.553429,-61.483983
58.195130,-87.858979
-22.034562,-40.006829
46.835981,-79.158149
58.515098,56.545789
6.479539,-49.329532
-85.809083,25.160666
-95.063706,-87.591501
-74.077604,-9.877186
34.467169,71.222167
-0.310915,-90.243099
-37.233528,28.326234
57.277329,-42.169901
-0.426398,63.686923
19.025659,7.284922
-33.825372,-17.661955
58.801248,-31.358356
-7.478653,-26.435266
35.914124,13.555806
30.355369,-1.777250
-20.308353,-4.503158
-86.682475,-17.794303
93.818392,56.144206
45.803578,53.130123
51.316161,68.654063
54.031370,95.732186
-77.728111,-20.784612
-1.587870,-48.381076
-92.606756,94.876265
45.285196,-70.407034
-70.421089,40.964820
-23.801296,-84.717711
-17.831931,-71.401889
59.784024,86.049633
-99.056104,30.008116
35.706492,-49.275432
68.636183,-41.208245
-94.627923,-81.338567
59.576994,42.280525
56.681357,24.784529
65.083092,-92.995483
-18.905006,-50.066249
-3.820632,76.167825
-43.863036,19.828502
-94.754772,-68.960267
66.782174,-61.021327
65.957607,-32.385028
34.223310,-89.526736
46.861813,-0.103644
88.659987,-42.045517
-24.687915,-77.248928
92.970141,-13.497687
-83.087360,43.335283
1.357476,-34.382452
50.704828,67.201165
-49.256730,6.885003
-12.966953,-68.459171
20.096241,87.490152
-78.448284,79.996287
10.092998,-14.528663
-69.523834,-50.490799
-10.526241,6.556688
-29.069773,54.622962
76.336228,46.818419
-18.713559,20.835749
28.221010,-74.506633
-0.761601,-37.906129
15.714893,88.721787
-14.612078,-93.374312
85.886776,84.996450
-28.338616,-48.002177
57.371929,2.316449
12.505431,36.958753
-81.520681,74.515793
88.587576,-80.681153
69.176501,81.879123
-97.731772,4.736541
30.069055,-22.970930
29.860410,52.570696
15.137196,26.383830
-44.359199,67.967285
-14.633009,26.324476
66.693396,-45.962907
-19.839853,10.850918
-11.226929,-81.923176
48.876262,-93.476910
-14.051491,-92.547544
95.159551,4.467982
81.925996,-23.350416
76.890447,-48.996478
81.809968,78.912089
-20.296568,25.004000
13.519457,78.902377
-57.166839,-99.228168
76.116292,-52.975673
-51.027076,28.183407
-39.095104,65.124162
76.737742,89.074592
-21.840932,60.264013
-68.577342,25.033079
39.797071,-82.826213
6.235915,77.713304
-47.266798,-53.042895
67.931446,-0.891994
-69.526727,-53.846369
31.590791,12.589676
-41.634252,24.460997
43.181082,-43.853793
-17.545368,-27.558857
56.278404,-72.902570
80.413903,-42.072783
-0.088415,56.718078
35.412413,-70.037654
39.323896,-74.197391
89.189257,77.282370
3.000923,35.881749
95.358672,-74.907929
50.448610,65.410382
56.286065,-61.823467
-14.271732,-97.108651
-34.942902,-73.059594
-9.896508,14.454986
58.404656,-16.052678
6.507309,85.140878
79.816368,8.966680
80.224790,-89.634658
61.720504,-33.019084
-54.263377,64.480362
-30.353084,-66.905881
-94.373286,91.073953
36.058142,72.112423
87.818703,36.038793
83.484750,-48.661666
77.123627,84.008558
-39.987312,-85.321811
53.479747,-83.009557
45.752816,-10.422071
30.249733,-66.099626
6.289848,26.760172
-97.180799,-5.925733
77.265194,-77.194313
-11.491770,31.909578
-41.045406,90.073680
38.857250,-58.638695
10.952465,75.855697
11.571538,50.466812
78.980158,68.368835
-73.828663,-62.169213
-69.272034,-94.219587
-98.183020,19.290348
21.809865,83.784686
46.714889,-39.770610
-0.885104,-48.367395
46.570873,-76.647850
49.208313,61.957821
49.046736,-32.571337
16.864996,-6.209579
-82.546993,65.743485
37.188942,-46.534989
93.896713,-63.245159
-40.011815,-17.763022
-52.702163,-60.988935
41.075856,-63.890349
4.466584,-40.765635
-7.443622,85.046483
-56.822172,-99.798224
81.321249,36.008389
2.990361,4.413776
-79.416284,99.376098
-28.206236,25.048520
-21.326696,-98.467511
9.056987,1.822075
-50.644216,-90.920945
68.345949,-90.350016
-36.735901,56.683886
94.480012,17.292816
55.608770,45.539489
30.197359,32.923004
87.755960,7.016253
-20.311976,34.091532
-11.893106,-73.425211
-12.159250,9.528548
-20.972725,-20.345601
50.269730,4.470069
-1.913393,-82.264213
-49.829673,-10.488195
27.592179,41.889058
98.523962,86.438974
-81.554101,90.707995
-67.440868,94.091017
19.401333,-51.954576
-85.940968,-39.991757
62.708965,-84.658025
-29.105381,-73.597825
-68.364074,-87.570590
40.368696,-82.703661
23.357448,-65.245683
30.280213,-0.260719
-43.097862,66.111948
63.671976,87.633881
-99.934781,28.077845
-98.528861,-78.715779
-78.641117,-26.578191
-52.078460,-30.771960
